gap_id,node_id,gap_start,gap_end,gap_length_hours,start_split,end_split,carry_forward_count,fallback_count,excluded_count
N010_G0022,N010,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N010_G0023,N010,2026-02-13 01:00:00,2026-02-13 01:00:00,1,validation,validation,1,0,0
N010_G0024,N010,2026-02-13 15:00:00,2026-02-13 15:00:00,1,validation,validation,1,0,0
N010_G0025,N010,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N010_G0026,N010,2026-02-19 14:00:00,2026-02-19 14:00:00,1,test,test,1,0,0
N010_G0027,N010,2026-02-24 12:00:00,2026-02-24 12:00:00,1,test,test,1,0,0
N011_G0001,N011,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N011_G0002,N011,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N011_G0003,N011,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N011_G0004,N011,2025-12-31 23:00:00,2025-12-31 23:00:00,1,train,train,1,0,0
N011_G0005,N011,2026-01-01 16:00:00,2026-01-01 16:00:00,1,train,train,1,0,0
N011_G0006,N011,2026-01-01 18:00:00,2026-01-01 18:00:00,1,train,train,1,0,0
N011_G0007,N011,2026-01-03 08:00:00,2026-01-03 08:00:00,1,train,train,1,0,0
N011_G0008,N011,2026-01-11 20:00:00,2026-01-11 20:00:00,1,train,train,1,0,0
N011_G0009,N011,2026-01-22 00:00:00,2026-01-22 00:00:00,1,train,train,1,0,0
N011_G0010,N011,2026-01-22 04:00:00,2026-01-22 04:00:00,1,train,train,1,0,0
N011_G0011,N011,2026-01-26 01:00:00,2026-01-26 01:00:00,1,train,train,1,0,0
N011_G0012,N011,2026-01-28 17:00:00,2026-01-28 17:00:00,1,train,train,1,0,0
N011_G0013,N011,2026-02-04 12:00:00,2026-02-04 12:00:00,1,validation,validation,1,0,0
N011_G0014,N011,2026-02-07 00:00:00,2026-02-07 00:00:00,1,validation,validation,1,0,0
N011_G0015,N011,2026-02-07 10:00:00,2026-02-07 10:00:00,1,validation,validation,1,0,0
N011_G0016,N011,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N011_G0017,N011,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N011_G0018,N011,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N011_G0019,N011,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N012_G0001,N012,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N012_G0002,N012,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N012_G0003,N012,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N012_G0004,N012,2026-01-03 10:00:00,2026-01-03 10:00:00,1,train,train,1,0,0
N012_G0005,N012,2026-01-13 21:00:00,2026-01-13 21:00:00,1,train,train,1,0,0
N012_G0006,N012,2026-01-14 13:00:00,2026-01-14 13:00:00,1,train,train,1,0,0
N012_G0007,N012,2026-01-14 23:00:00,2026-01-14 23:00:00,1,train,train,1,0,0
N012_G0008,N012,2026-01-15 21:00:00,2026-01-15 21:00:00,1,train,train,1,0,0
N012_G0009,N012,2026-01-17 17:00:00,2026-01-17 17:00:00,1,train,train,1,0,0
N012_G0010,N012,2026-01-21 08:00:00,2026-01-21 08:00:00,1,train,train,1,0,0
N012_G0011,N012,2026-01-24 14:00:00,2026-01-24 14:00:00,1,train,train,1,0,0
N012_G0012,N012,2026-01-25 03:00:00,2026-01-25 03:00:00,1,train,train,1,0,0
N012_G0013,N012,2026-01-25 15:00:00,2026-01-25 15:00:00,1,train,train,1,0,0
N012_G0014,N012,2026-01-26 05:00:00,2026-01-26 05:00:00,1,train,train,1,0,0
N012_G0015,N012,2026-01-27 13:00:00,2026-01-27 13:00:00,1,train,train,1,0,0
N012_G0016,N012,2026-01-27 19:00:00,2026-01-27 19:00:00,1,train,train,1,0,0
N012_G0017,N012,2026-01-27 22:00:00,2026-01-27 22:00:00,1,train,train,1,0,0
N012_G0018,N012,2026-01-28 00:00:00,2026-01-28 00:00:00,1,train,train,1,0,0
N012_G0019,N012,2026-01-29 21:00:00,2026-01-29 21:00:00,1,train,train,1,0,0
N012_G0020,N012,2026-01-30 17:00:00,2026-01-30 17:00:00,1,train,train,1,0,0
N012_G0021,N012,2026-02-04 13:00:00,2026-02-04 13:00:00,1,validation,validation,1,0,0
N012_G0022,N012,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N012_G0023,N012,2026-02-11 18:00:00,2026-02-11 23:00:00,6,validation,validation,6,0,0
N012_G0024,N012,2026-02-12 20:00:00,2026-02-12 23:00:00,4,validation,validation,4,0,0
N012_G0025,N012,2026-02-13 17:00:00,2026-02-13 17:00:00,1,validation,validation,1,0,0
N012_G0026,N012,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N012_G0027,N012,2026-02-18 03:00:00,2026-02-18 03:00:00,1,test,test,1,0,0
N012_G0028,N012,2026-02-18 15:00:00,2026-02-18 15:00:00,1,test,test,1,0,0
N012_G0029,N012,2026-02-20 13:00:00,2026-02-20 13:00:00,1,test,test,1,0,0
N012_G0030,N012,2026-02-20 19:00:00,2026-02-20 19:00:00,1,test,test,1,0,0
N012_G0031,N012,2026-02-20 22:00:00,2026-02-20 22:00:00,1,test,test,1,0,0
N012_G0032,N012,2026-02-22 03:00:00,2026-02-22 03:00:00,1,test,test,1,0,0
N012_G0033,N012,2026-02-22 15:00:00,2026-02-22 15:00:00,1,test,test,1,0,0
N012_G0034,N012,2026-02-24 21:00:00,2026-02-24 21:00:00,1,test,test,1,0,0
N013_G0001,N013,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N013_G0002,N013,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N013_G0003,N013,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N013_G0004,N013,2026-01-02 06:00:00,2026-01-02 06:00:00,1,train,train,1,0,0
N013_G0005,N013,2026-01-10 17:00:00,2026-01-10 17:00:00,1,train,train,1,0,0
N013_G0006,N013,2026-01-10 23:00:00,2026-01-10 23:00:00,1,train,train,1,0,0
N013_G0007,N013,2026-01-12 10:00:00,2026-01-12 10:00:00,1,train,train,1,0,0
N013_G0008,N013,2026-01-14 11:00:00,2026-01-14 11:00:00,1,train,train,1,0,0
N013_G0009,N013,2026-01-16 17:00:00,2026-01-16 17:00:00,1,train,train,1,0,0
N013_G0010,N013,2026-01-19 00:00:00,2026-01-19 00:00:00,1,train,train,1,0,0
N013_G0011,N013,2026-01-19 03:00:00,2026-01-19 03:00:00,1,train,train,1,0,0
N013_G0012,N013,2026-01-19 06:00:00,2026-01-19 06:00:00,1,train,train,1,0,0
N013_G0013,N013,2026-01-21 05:00:00,2026-01-21 05:00:00,1,train,train,1,0,0
N013_G0014,N013,2026-01-22 08:00:00,2026-01-22 08:00:00,1,train,train,1,0,0
N013_G0015,N013,2026-01-28 12:00:00,2026-01-28 12:00:00,1,train,train,1,0,0
N013_G0016,N013,2026-01-31 22:00:00,2026-01-31 22:00:00,1,train,train,1,0,0
N013_G0017,N013,2026-02-02 18:00:00,2026-02-02 18:00:00,1,train,train,1,0,0
N013_G0018,N013,2026-02-07 18:00:00,2026-02-07 18:00:00,1,validation,validation,1,0,0
N013_G0019,N013,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N013_G0020,N013,2026-02-11 14:00:00,2026-02-11 14:00:00,1,validation,validation,1,0,0
N013_G0021,N013,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N013_G0022,N013,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N013_G0023,N013,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N013_G0024,N013,2026-02-23 18:00:00,2026-02-23 18:00:00,1,test,test,1,0,0
N014_G0001,N014,2025-12-08 13:00:00,2025-12-08 13:00:00,1,train,train,0,0,1
N014_G0002,N014,2025-12-09 00:00:00,2025-12-09 09:00:00,10,train,train,10,0,0
N014_G0003,N014,2025-12-10 02:00:00,2025-12-10 07:00:00,6,train,train,6,0,0
N014_G0004,N014,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N014_G0005,N014,2026-01-02 14:00:00,2026-01-02 14:00:00,1,train,train,1,0,0
N014_G0006,N014,2026-01-02 18:00:00,2026-01-02 18:00:00,1,train,train,1,0,0
N014_G0007,N014,2026-01-08 17:00:00,2026-01-08 17:00:00,1,train,train,1,0,0
N014_G0008,N014,2026-01-14 11:00:00,2026-01-14 11:00:00,1,train,train,1,0,0
N014_G0009,N014,2026-01-20 13:00:00,2026-01-20 13:00:00,1,train,train,1,0,0
N014_G0010,N014,2026-01-21 04:00:00,2026-01-21 04:00:00,1,train,train,1,0,0
N014_G0011,N014,2026-01-22 08:00:00,2026-01-22 08:00:00,1,train,train,1,0,0
N014_G0012,N014,2026-01-22 10:00:00,2026-01-22 10:00:00,1,train,train,1,0,0
N014_G0013,N014,2026-01-23 01:00:00,2026-01-23 01:00:00,1,train,train,1,0,0
N014_G0014,N014,2026-01-28 03:00:00,2026-01-28 03:00:00,1,train,train,1,0,0
N014_G0015,N014,2026-02-01 00:00:00,2026-02-01 00:00:00,1,train,train,1,0,0
N014_G0016,N014,2026-02-02 16:00:00,2026-02-02 16:00:00,1,train,train,1,0,0
N014_G0017,N014,2026-02-07 11:00:00,2026-02-07 11:00:00,1,validation,validation,1,0,0
N014_G0018,N014,2026-02-07 21:00:00,2026-02-07 21:00:00,1,validation,validation,1,0,0
N014_G0019,N014,2026-02-09 14:00:00,2026-02-09 14:00:00,1,validation,validation,1,0,0
N014_G0020,N014,2026-02-10 11:00:00,2026-02-10 11:00:00,1,validation,validation,1,0,0
N014_G0021,N014,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N014_G0022,N014,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N014_G0023,N014,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N014_G0024,N014,2026-02-15 17:00:00,2026-02-15 17:00:00,1,validation,validation,1,0,0
N014_G0025,N014,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N014_G0026,N014,2026-02-19 13:00:00,2026-02-19 13:00:00,1,test,test,1,0,0
N014_G0027,N014,2026-02-23 16:00:00,2026-02-23 16:00:00,1,test,test,1,0,0
N015_G0001,N015,2025-12-09 00:00:00,2025-12-09 09:00:00,10,train,train,10,0,0
N015_G0002,N015,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N015_G0003,N015,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N015_G0004,N015,2025-12-13 18:00:00,2025-12-13 18:00:00,1,train,train,1,0,0
N015_G0005,N015,2026-01-12 18:00:00,2026-01-12 18:00:00,1,train,train,1,0,0
N015_G0006,N015,2026-01-13 13:00:00,2026-01-13 13:00:00,1,train,train,1,0,0
N015_G0007,N015,2026-01-13 17:00:00,2026-01-13 17:00:00,1,train,train,1,0,0
N015_G0008,N015,2026-01-13 21:00:00,2026-01-13 21:00:00,1,train,train,1,0,0
N015_G0009,N015,2026-01-14 12:00:00,2026-01-14 12:00:00,1,train,train,1,0,0
N015_G0010,N015,2026-01-18 03:00:00,2026-01-18 03:00:00,1,train,train,1,0,0
N015_G0011,N015,2026-01-18 15:00:00,2026-01-18 15:00:00,1,train,train,1,0,0
N015_G0012,N015,2026-01-21 01:00:00,2026-01-21 01:00:00,1,train,train,1,0,0
N015_G0013,N015,2026-01-21 14:00:00,2026-01-21 14:00:00,1,train,train,1,0,0
N015_G0014,N015,2026-01-21 22:00:00,2026-01-21 22:00:00,1,train,train,1,0,0
N015_G0015,N015,2026-01-24 14:00:00,2026-01-24 14:00:00,1,train,train,1,0,0
N015_G0016,N015,2026-01-25 00:00:00,2026-01-25 00:00:00,1,train,train,1,0,0
N015_G0017,N015,2026-01-25 04:00:00,2026-01-25 04:00:00,1,train,train,1,0,0
N015_G0018,N015,2026-01-25 07:00:00,2026-01-25 07:00:00,1,train,train,1,0,0
N015_G0019,N015,2026-01-25 12:00:00,2026-01-25 12:00:00,1,train,train,1,0,0
N015_G0020,N015,2026-01-27 16:00:00,2026-01-27 16:00:00,1,train,train,1,0,0
N015_G0021,N015,2026-01-29 21:00:00,2026-01-29 21:00:00,1,train,train,1,0,0
N015_G0022,N015,2026-01-31 06:00:00,2026-01-31 06:00:00,1,train,train,1,0,0
N015_G0023,N015,2026-02-10 16:00:00,2026-02-10 16:00:00,1,validation,validation,1,0,0
N015_G0024,N015,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N015_G0025,N015,2026-02-11 18:00:00,2026-02-11 23:00:00,6,validation,validation,6,0,0
N015_G0026,N015,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N015_G0027,N015,2026-02-17 00:00:00,2026-02-18 00:00:00,25,test,test,25,0,0
N015_G0028,N015,2026-02-18 04:00:00,2026-02-18 04:00:00,1,test,test,1,0,0
N015_G0029,N015,2026-02-18 07:00:00,2026-02-18 07:00:00,1,test,test,1,0,0
N015_G0030,N015,2026-02-18 12:00:00,2026-02-18 12:00:00,1,test,test,1,0,0
N015_G0031,N015,2026-02-20 16:00:00,2026-02-20 16:00:00,1,test,test,1,0,0
N015_G0032,N015,2026-02-22 00:00:00,2026-02-22 00:00:00,1,test,test,1,0,0
N015_G0033,N015,2026-02-22 04:00:00,2026-02-22 04:00:00,1,test,test,1,0,0
N015_G0034,N015,2026-02-22 07:00:00,2026-02-22 07:00:00,1,test,test,1,0,0
N015_G0035,N015,2026-02-22 12:00:00,2026-02-22 12:00:00,1,test,test,1,0,0
N015_G0036,N015,2026-02-24 21:00:00,2026-02-24 21:00:00,1,test,test,1,0,0
N016_G0001,N016,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N016_G0002,N016,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N016_G0003,N016,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N016_G0004,N016,2026-01-02 10:00:00,2026-01-02 10:00:00,1,train,train,1,0,0
N016_G0005,N016,2026-01-02 18:00:00,2026-01-02 18:00:00,1,train,train,1,0,0
N016_G0006,N016,2026-01-07 05:00:00,2026-01-07 05:00:00,1,train,train,1,0,0
N016_G0007,N016,2026-01-09 14:00:00,2026-01-09 14:00:00,1,train,train,1,0,0
N016_G0008,N016,2026-01-12 17:00:00,2026-01-12 17:00:00,1,train,train,1,0,0
N016_G0009,N016,2026-01-15 03:00:00,2026-01-15 03:00:00,1,train,train,1,0,0
N016_G0010,N016,2026-01-16 10:00:00,2026-01-16 10:00:00,1,train,train,1,0,0
N016_G0011,N016,2026-01-17 15:00:00,2026-01-17 15:00:00,1,train,train,1,0,0
N016_G0012,N016,2026-01-17 18:00:00,2026-01-17 18:00:00,1,train,train,1,0,0
N016_G0013,N016,2026-01-19 18:00:00,2026-01-19 18:00:00,1,train,train,1,0,0
N016_G0014,N016,2026-01-21 17:00:00,2026-01-21 17:00:00,1,train,train,1,0,0
N016_G0015,N016,2026-01-22 06:00:00,2026-01-22 06:00:00,1,train,train,1,0,0
N016_G0016,N016,2026-01-24 23:00:00,2026-01-24 23:00:00,1,train,train,1,0,0
N016_G0017,N016,2026-01-26 13:00:00,2026-01-26 13:00:00,1,train,train,1,0,0
N016_G0018,N016,2026-01-29 11:00:00,2026-01-29 11:00:00,1,train,train,1,0,0
N016_G0019,N016,2026-01-30 17:00:00,2026-01-30 17:00:00,1,train,train,1,0,0
N016_G0020,N016,2026-02-04 11:00:00,2026-02-04 11:00:00,1,validation,validation,1,0,0
N016_G0021,N016,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N016_G0022,N016,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N016_G0023,N016,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N016_G0024,N016,2026-02-13 15:00:00,2026-02-13 15:00:00,1,validation,validation,1,0,0
N016_G0025,N016,2026-02-13 18:00:00,2026-02-13 18:00:00,1,validation,validation,1,0,0
N016_G0026,N016,2026-02-14 05:00:00,2026-02-14 05:00:00,1,validation,validation,1,0,0
N016_G0027,N016,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N016_G0028,N016,2026-02-24 11:00:00,2026-02-24 11:00:00,1,test,test,1,0,0
N017_G0001,N017,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N017_G0002,N017,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N017_G0003,N017,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N017_G0004,N017,2026-01-01 16:00:00,2026-01-01 16:00:00,1,train,train,1,0,0
N017_G0005,N017,2026-01-03 13:00:00,2026-01-03 13:00:00,1,train,train,1,0,0
N017_G0006,N017,2026-01-06 00:00:00,2026-01-06 00:00:00,1,train,train,1,0,0
N017_G0007,N017,2026-01-06 20:00:00,2026-01-06 20:00:00,1,train,train,1,0,0
N017_G0008,N017,2026-01-12 22:00:00,2026-01-12 22:00:00,1,train,train,1,0,0
N017_G0009,N017,2026-01-14 23:00:00,2026-01-14 23:00:00,1,train,train,1,0,0
N017_G0010,N017,2026-01-17 05:00:00,2026-01-17 05:00:00,1,train,train,1,0,0
N017_G0011,N017,2026-01-19 02:00:00,2026-01-19 02:00:00,1,train,train,1,0,0
N017_G0012,N017,2026-01-20 05:00:00,2026-01-20 05:00:00,1,train,train,1,0,0
N017_G0013,N017,2026-01-21 04:00:00,2026-01-21 04:00:00,1,train,train,1,0,0
N017_G0014,N017,2026-01-25 17:00:00,2026-01-25 17:00:00,1,train,train,1,0,0
N017_G0015,N017,2026-01-25 19:00:00,2026-01-25 19:00:00,1,train,train,1,0,0
N017_G0016,N017,2026-01-27 09:00:00,2026-01-27 09:00:00,1,train,train,1,0,0
N017_G0017,N017,2026-01-29 19:00:00,2026-01-29 19:00:00,1,train,train,1,0,0
N017_G0018,N017,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N017_G0019,N017,2026-02-11 19:00:00,2026-02-11 23:00:00,5,validation,validation,5,0,0
N017_G0020,N017,2026-02-12 07:00:00,2026-02-12 07:00:00,1,validation,validation,1,0,0
N017_G0021,N017,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N017_G0022,N017,2026-02-13 05:00:00,2026-02-13 05:00:00,1,validation,validation,1,0,0
N017_G0023,N017,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N017_G0024,N017,2026-02-18 17:00:00,2026-02-18 17:00:00,1,test,test,1,0,0
N017_G0025,N017,2026-02-18 19:00:00,2026-02-18 19:00:00,1,test,test,1,0,0
N017_G0026,N017,2026-02-19 05:00:00,2026-02-19 05:00:00,1,test,test,1,0,0
N017_G0027,N017,2026-02-20 09:00:00,2026-02-20 09:00:00,1,test,test,1,0,0
N017_G0028,N017,2026-02-22 17:00:00,2026-02-22 17:00:00,1,test,test,1,0,0
N017_G0029,N017,2026-02-22 19:00:00,2026-02-22 19:00:00,1,test,test,1,0,0
N017_G0030,N017,2026-02-24 19:00:00,2026-02-24 19:00:00,1,test,test,1,0,0
N018_G0001,N018,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N018_G0002,N018,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N018_G0003,N018,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N018_G0004,N018,2026-01-08 14:00:00,2026-01-08 14:00:00,1,train,train,1,0,0
N018_G0005,N018,2026-01-11 21:00:00,2026-01-11 21:00:00,1,train,train,1,0,0
N018_G0006,N018,2026-01-12 14:00:00,2026-01-12 14:00:00,1,train,train,1,0,0
N018_G0007,N018,2026-01-15 12:00:00,2026-01-15 12:00:00,1,train,train,1,0,0
N018_G0008,N018,2026-01-16 02:00:00,2026-01-16 02:00:00,1,train,train,1,0,0
N018_G0009,N018,2026-01-17 10:00:00,2026-01-17 10:00:00,1,train,train,1,0,0
N018_G0010,N018,2026-01-20 17:00:00,2026-01-20 17:00:00,1,train,train,1,0,0
N018_G0011,N018,2026-01-23 03:00:00,2026-01-23 03:00:00,1,train,train,1,0,0
N018_G0012,N018,2026-01-23 11:00:00,2026-01-23 11:00:00,1,train,train,1,0,0
N018_G0013,N018,2026-01-23 13:00:00,2026-01-23 13:00:00,1,train,train,1,0,0
N018_G0014,N018,2026-01-29 06:00:00,2026-01-29 06:00:00,1,train,train,1,0,0
N018_G0015,N018,2026-01-31 10:00:00,2026-01-31 10:00:00,1,train,train,1,0,0
N018_G0016,N018,2026-02-02 02:00:00,2026-02-02 02:00:00,1,train,train,1,0,0
N018_G0017,N018,2026-02-04 13:00:00,2026-02-04 13:00:00,1,validation,validation,1,0,0
N018_G0018,N018,2026-02-05 07:00:00,2026-02-05 07:00:00,1,validation,validation,1,0,0
N018_G0019,N018,2026-02-09 11:00:00,2026-02-09 11:00:00,1,validation,validation,1,0,0
N018_G0020,N018,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N018_G0021,N018,2026-02-11 19:00:00,2026-02-11 23:00:00,5,validation,validation,5,0,0
N018_G0022,N018,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N018_G0023,N018,2026-02-13 10:00:00,2026-02-13 10:00:00,1,validation,validation,1,0,0
N018_G0024,N018,2026-02-15 14:00:00,2026-02-15 14:00:00,1,validation,validation,1,0,0
N018_G0025,N018,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N018_G0026,N018,2026-02-19 17:00:00,2026-02-19 17:00:00,1,test,test,1,0,0
N018_G0027,N018,2026-02-23 02:00:00,2026-02-23 02:00:00,1,test,test,1,0,0
N018_G0028,N018,2026-02-24 06:00:00,2026-02-24 06:00:00,1,test,test,1,0,0
N019_G0001,N019,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N019_G0002,N019,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N019_G0003,N019,2025-12-10 10:00:00,2025-12-10 10:00:00,1,train,train,1,0,0
N019_G0004,N019,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N019_G0005,N019,2026-01-01 21:00:00,2026-01-01 21:00:00,1,train,train,1,0,0
N019_G0006,N019,2026-01-16 04:00:00,2026-01-16 04:00:00,1,train,train,1,0,0
N019_G0007,N019,2026-01-16 21:00:00,2026-01-16 21:00:00,1,train,train,1,0,0
N019_G0008,N019,2026-01-18 01:00:00,2026-01-18 01:00:00,1,train,train,1,0,0
N019_G0009,N019,2026-01-20 20:00:00,2026-01-20 20:00:00,1,train,train,1,0,0
N019_G0010,N019,2026-01-21 07:00:00,2026-01-21 07:00:00,1,train,train,1,0,0
N019_G0011,N019,2026-01-22 21:00:00,2026-01-22 21:00:00,1,train,train,1,0,0
N019_G0012,N019,2026-01-23 03:00:00,2026-01-23 03:00:00,1,train,train,1,0,0
N019_G0013,N019,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N019_G0014,N019,2026-02-11 10:00:00,2026-02-11 10:00:00,1,validation,validation,1,0,0
N019_G0015,N019,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N019_G0016,N019,2026-02-12 02:00:00,2026-02-12 02:00:00,1,validation,validation,1,0,0
N019_G0017,N019,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N019_G0018,N019,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N019_G0019,N019,2026-02-19 20:00:00,2026-02-19 20:00:00,1,test,test,1,0,0
N020_G0001,N020,2025-12-08 15:00:00,2025-12-08 15:00:00,1,train,train,1,0,0
N020_G0002,N020,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N020_G0003,N020,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N020_G0004,N020,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N020_G0005,N020,2025-12-31 23:00:00,2025-12-31 23:00:00,1,train,train,1,0,0
N020_G0006,N020,2026-01-02 02:00:00,2026-01-02 02:00:00,1,train,train,1,0,0
N020_G0007,N020,2026-01-02 22:00:00,2026-01-02 22:00:00,1,train,train,1,0,0
N020_G0008,N020,2026-01-05 04:00:00,2026-01-05 04:00:00,1,train,train,1,0,0
N020_G0009,N020,2026-01-12 15:00:00,2026-01-12 15:00:00,1,train,train,1,0,0
N020_G0010,N020,2026-01-13 22:00:00,2026-01-13 22:00:00,1,train,train,1,0,0
N020_G0011,N020,2026-01-14 20:00:00,2026-01-14 20:00:00,1,train,train,1,0,0
N020_G0012,N020,2026-01-19 06:00:00,2026-01-19 06:00:00,1,train,train,1,0,0
N020_G0013,N020,2026-01-19 16:00:00,2026-01-19 16:00:00,1,train,train,1,0,0
N020_G0014,N020,2026-01-22 08:00:00,2026-01-22 08:00:00,1,train,train,1,0,0
N020_G0015,N020,2026-01-23 03:00:00,2026-01-23 03:00:00,1,train,train,1,0,0
N020_G0016,N020,2026-01-24 05:00:00,2026-01-24 05:00:00,1,train,train,1,0,0
N020_G0017,N020,2026-01-25 03:00:00,2026-01-25 03:00:00,1,train,train,1,0,0
N020_G0018,N020,2026-01-26 07:00:00,2026-01-26 07:00:00,1,train,train,1,0,0
N020_G0019,N020,2026-01-26 17:00:00,2026-01-26 17:00:00,1,train,train,1,0,0
N020_G0020,N020,2026-01-28 02:00:00,2026-01-28 02:00:00,1,train,train,1,0,0
N020_G0021,N020,2026-01-28 14:00:00,2026-01-28 14:00:00,1,train,train,1,0,0
N020_G0022,N020,2026-01-28 23:00:00,2026-01-28 23:00:00,1,train,train,1,0,0
N020_G0023,N020,2026-02-04 05:00:00,2026-02-04 05:00:00,1,train,train,1,0,0
N020_G0024,N020,2026-02-09 03:00:00,2026-02-09 03:00:00,1,validation,validation,1,0,0
N020_G0025,N020,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N020_G0026,N020,2026-02-11 13:00:00,2026-02-11 13:00:00,1,validation,validation,1,0,0
N020_G0027,N020,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N020_G0028,N020,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N020_G0029,N020,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N020_G0030,N020,2026-02-18 03:00:00,2026-02-18 03:00:00,1,test,test,1,0,0
N020_G0031,N020,2026-02-22 03:00:00,2026-02-22 03:00:00,1,test,test,1,0,0
N021_G0001,N021,2025-12-08 15:00:00,2025-12-08 15:00:00,1,train,train,1,0,0
N021_G0002,N021,2025-12-09 00:00:00,2025-12-09 09:00:00,10,train,train,10,0,0
N021_G0003,N021,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N021_G0004,N021,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N021_G0005,N021,2025-12-12 16:00:00,2025-12-12 16:00:00,1,train,train,1,0,0
